0.0061519,0.2285,1,1.58E-01
0.0061519,0.2285,2,1.46E-01
0.0061519,0.2285,3,1.59E-01
0.0061519,0.2285,4,2.19E-01
0.0061519,0.2285,5,2.52E-01
0.0061519,0.2285,6,2.85E-01
0.0061519,0.2285,7,3.18E-01
0.0061519,0.2285,8,3.51E-01
0.0061519,0.2285,9,3.84E-01
0.0061519,0.2285,10,4.17E-01
0.0061519,0.2285,11,4.40E-01
0.0061519,0.2285,12,4.52E-01
0.0061519,0.2285,13,4.50E-01
0.0061519,0.2285,14,4.04E-01
0.0061519,0.2285,15,3.66E-01
0.0061519,0.2285,16,3.39E-01
0.0061519,0.2285,17,3.51E-01
0.0061519,0.2285,18,3.47E-01
0.0061519,0.2285,19,3.45E-01
0.0061519,0.2285,20,3.46E-01
0.0061519,0.2285,21,3.44E-01
0.0061519,0.2285,22,3.30E-01
0.0061519,0.2285,23,3.15E-01
0.0061519,0.2285,24,3.01E-01
0.0061519,0.2285,25,2.87E-01
0.0061519,0.2285,26,2.68E-01
0.0061519,0.2285,27,2.45E-01
0.0061519,0.2285,28,2.22E-01
0.0061519,0.2285,29,2.11E-01
0.0061519,0.2285,30,2.04E-01
0.0061519,0.2285,31,1.97E-01
0.0061519,0.2285,32,1.91E-01
0.0061519,0.2285,33,1.84E-01
0.0061519,0.2285,34,1.77E-01
0.0061519,0.2285,35,1.70E-01
0.0061519,0.2285,36,1.63E-01
0.0061519,0.2285,37,1.57E-01
0.0061519,0.2285,38,1.50E-01
0.0061519,0.2285,39,1.46E-01
0.0061519,0.2285,40,1.47E-01
0.0061519,0.2285,41,1.48E-01
0.0061519,0.2285,42,1.49E-01
0.0061519,0.2285,43,1.50E-01
0.0061519,0.2285,44,1.51E-01
0.0061519,0.2285,45,1.52E-01
0.0061519,0.2285,46,1.53E-01
0.0061519,0.2285,47,1.54E-01
0.0061519,0.2285,48,1.55E-01
0.0061519,0.2285,49,1.56E-01
0.0061519,0.2285,50,1.57E-01
0.0061519,0.2285,51,1.58E-01
0.0061519,0.2285,52,1.59E-01
0.0061519,0.2285,53,1.60E-01
0.0061519,0.2285,54,1.61E-01
0.0061519,0.2285,55,1.62E-01
0.0061519,0.2285,56,1.63E-01
0.0061519,0.2285,57,1.65E-01
0.0061519,0.2285,58,1.79E-01
0.0061519,0.2285,59,1.93E-01
0.0061519,0.2285,60,2.07E-01
0.0061519,0.2285,61,2.21E-01
0.0061519,0.2285,62,2.36E-01
0.0061519,0.2285,63,2.57E-01
0.0061519,0.2285,64,2.78E-01
0.0061519,0.2285,65,2.98E-01
0.0061519,0.2285,66,3.19E-01
0.0061519,0.2285,67,3.52E-01
0.0061519,0.2285,68,3.85E-01
0.0061519,0.2285,69,4.19E-01
0.0061519,0.2285,70,4.52E-01
0.0061519,0.2285,71,4.86E-01
0.0061519,0.2285,72,5.19E-01
0.0061519,0.2285,73,5.53E-01
0.0061519,0.2285,74,5.86E-01
0.0061519,0.2285,75,6.20E-01
0.0061519,0.2285,76,6.53E-01
0.0061519,0.2285,77,6.84E-01
0.0061519,0.2285,78,6.93E-01
0.0061519,0.2285,79,7.00E-01
0.0061519,0.2285,80,7.07E-01
0.0061519,0.2285,81,7.13E-01
0.0061519,0.2285,82,7.20E-01
0.0061519,0.2285,83,7.27E-01
0.0061519,0.2285,84,7.29E-01
0.0061519,0.2285,85,7.21E-01
0.0061519,0.2285,86,7.14E-01
0.0061519,0.2285,87,6.95E-01
0.0061519,0.2285,88,6.70E-01
0.0061519,0.2285,89,6.46E-01
0.0061519,0.2285,90,6.21E-01
0.0061519,0.2285,91,5.97E-01
0.0061519,0.2285,92,5.73E-01
0.0061519,0.2285,93,5.48E-01
0.0061519,0.2285,94,5.24E-01
0.0061519,0.2285,95,4.99E-01
0.0061519,0.2285,96,4.75E-01
0.0061519,0.2285,97,4.51E-01
0.0061519,0.2285,98,4.26E-01
0.0061519,0.2285,99,4.02E-01
0.0061519,0.2285,100,3.77E-01
0.0061519,0.2285,101,3.53E-01
0.0061519,0.2285,102,3.29E-01
0.0061519,0.2285,103,3.04E-01
0.0061519,0.2285,104,2.80E-01
0.0061519,0.2285,105,2.55E-01
0.0061519,0.2285,106,2.31E-01
0.0061519,0.2285,107,2.07E-01
0.0061519,0.2285,108,1.86E-01
0.0061519,0.2285,109,1.81E-01
0.0061519,0.2285,110,1.76E-01
0.0061519,0.2285,111,1.71E-01
0.0061519,0.2285,112,1.67E-01
0.0061519,0.2285,113,1.62E-01
0.0061519,0.2285,114,1.58E-01
0.0061519,0.2285,115,1.64E-01
0.0061519,0.2285,116,1.71E-01
0.0061519,0.2285,117,1.78E-01
0.0061519,0.2285,118,1.86E-01
0.0061519,0.2285,119,1.92E-01
0.0061519,0.2285,120,2.11E-01
0.0061519,0.2285,121,2.24E-01
0.0061519,0.2285,122,2.37E-01
0.0061519,0.2285,123,2.50E-01
0.0061519,0.2285,124,2.63E-01
0.0061519,0.2285,125,2.76E-01
0.0061519,0.2285,126,2.89E-01
0.0061519,0.2285,127,3.02E-01
0.0061519,0.2285,128,3.15E-01
0.0061519,0.2285,129,3.34E-01
0.0061519,0.2285,130,3.54E-01
0.0061519,0.2285,131,3.75E-01
0.0061519,0.2285,132,3.85E-01
0.0061519,0.2285,133,3.92E-01
0.0061519,0.2285,134,3.98E-01
0.0061519,0.2285,135,4.05E-01
0.0061519,0.2285,136,4.12E-01
0.0061519,0.2285,137,4.19E-01
0.0061519,0.2285,138,4.26E-01
0.0061519,0.2285,139,4.33E-01
0.0061519,0.2285,140,4.40E-01
0.0061519,0.2285,141,4.47E-01
0.0061519,0.2285,142,4.54E-01
0.0061519,0.2285,143,4.60E-01
0.0061519,0.2285,144,4.67E-01
0.0061519,0.2285,145,4.74E-01
0.0061519,0.2285,146,4.81E-01
0.0061519,0.2285,147,4.88E-01
0.0061519,0.2285,148,4.95E-01
0.0061519,0.2285,149,5.02E-01
0.0061519,0.2285,150,5.09E-01
0.0061519,0.2285,151,5.16E-01
0.0061519,0.2285,152,5.22E-01
