0.46098,-0.5143
0.5093,-0.47265
0.53017,-0.4517
0.54385,-0.4411
0.49809,-0.48103
0.54923,-0.43049
0.53734,-0.44396
0.52831,-0.4543
0.55032,-0.42961
0.51635,-0.46202
0.50755,-0.47151
0.55341,-0.42652
0.54361,-0.43754
0.55681,-0.41907
0.56381,-0.40787
0.6926,-0.30288
0.52426,-0.45847
0.53751,-0.45025
0.54885,-0.43203
0.56717,-0.40057
0.51359,-0.47088
0.53062,-0.4321
0.50504,-0.47121
0.53169,-0.44471
0.5456,-0.43706
0.52921,-0.45185
0.52994,-0.45424
0.5347,-0.44367
0.48608,-0.49855
0.53698,-0.44291
0.48647,-0.48236
0.50345,-0.47719
0.48768,-0.49084
0.54164,-0.43803
0.48996,-0.49209
0.47451,-0.49411
0.59426,-0.36259
0.50571,-0.47328
0.49715,-0.48607
0.52948,-0.45433
0.56475,-0.41457
0.47537,-0.49563
0.50257,-0.45291
0.50889,-0.44963
0.50374,-0.47475
0.48166,-0.45764
0.60624,-0.36771
0.49624,-0.48892
0.50725,-0.47647
0.46117,-0.50535
0.46676,-0.48414
0.52369,-0.4337
0.46653,-0.49719
0.46322,-0.50906
0.473,-0.50018
0.49409,-0.48356
0.48466,-0.48324
0.46992,-0.51462
0.4491,-0.5086
0.48454,-0.48206
0.46953,-0.51384
0.55078,-0.44308
0.4751,-0.50574
0.46089,-0.50835
0.65482,-0.30953
0.52527,-0.44282
0.40187,-0.54332
0.49702,-0.48339
0.60245,-0.36661
0.63817,-0.33597
0.8211,-0.1779
0.1774,0.15759
0.43938,-0.52368
0.43569,-0.51096
0.63517,-0.34343
0.51318,-0.48164
0.4264,-0.54513
0.46242,-0.52137
0.40836,-0.58185
0.74223,-0.251
0.05562,-0.096025
0.36209,-0.60971
0.22746,-0.69892
0.43288,-0.54432
0.46856,-0.51806
0.51257,-0.35434
0.6822,-0.30565
0.67904,-0.30875
0.41855,-0.57978
0.30877,-0.60408
0.63793,-0.3557
0.52382,-0.46482
0.41622,-0.5736
0.40117,-0.59001
0.4771,-0.51475
0.5383,-0.4489
0.53697,-0.41385
0.46945,-0.50527
0.37487,-0.57173
0.41462,-0.5688
0.30153,-0.65186
0.42383,-0.57007
0.35711,-0.6242
0.35902,-0.62566
0.56439,-0.43156
0.3404,-0.65016
0.68941,-0.30266
0.1776,-0.63999
0.48433,-0.47998
0.36132,-0.59785
0.43375,-0.55156
0.46935,-0.51623
0.44307,-0.54514
0.4736,-0.50967
0.47755,-0.50996
0.42472,-0.5485
0.43793,-0.54921
0.46856,-0.51403
0.47749,-0.50399
0.43009,-0.55215
0.46589,-0.51578
0.38774,-0.58029
0.47572,-0.49455
0.46727,-0.51244
0.45279,-0.53012
0.40254,-0.57531
0.47143,-0.5153
0.4541,-0.5302
0.51847,-0.46595
0.46399,-0.52277
0.45887,-0.52174
0.45499,-0.5196
0.5034,-0.47776
0.5363,-0.44721
0.80046,-0.1956
0.23923,0.1181
0.53308,-0.45365
0.55276,-0.43171
0.42174,-0.55782
0.51584,-0.47643
0.60635,-0.38497
0.45013,-0.53265
0.39915,-0.5878
0.46184,-0.51043
0.54658,-0.45052
0.42194,-0.55984
0.80769,-0.19158
0.079774,0.020914
0.5576,-0.424
0.52036,-0.47655
0.54413,-0.43907
0.42052,-0.56674
0.57953,-0.40849
0.60274,-0.3926
0.46099,-0.52855
0.43865,-0.54827
0.4892,-0.49851
0.47243,-0.51583
0.46502,-0.52078
0.46636,-0.51343
0.47511,-0.51392
0.48362,-0.48414
0.47699,-0.49146
0.48897,-0.49176
0.46977,-0.51795
0.54143,-0.44599
0.52715,-0.45174
0.53469,-0.45798
0.51837,-0.4641
0.49598,-0.48991
0.49073,-0.49008
0.43328,-0.54258
0.54515,-0.43961
0.50004,-0.48725
0.6618,-0.33439
0.47249,-0.51971
0.46157,-0.51523
0.46688,-0.52403
0.49335,-0.49873
0.46229,-0.52768
0.47965,-0.50536
0.50237,-0.48802
0.50823,-0.46896
0.47333,-0.5123
0.49797,-0.48451
0.46759,-0.51501
0.47782,-0.50769
0.5602,-0.4277
0.45713,-0.52154
0.48568,-0.49961
0.52092,-0.46554
0.50027,-0.48372
0.50963,-0.47385
0.48258,-0.49351
0.52227,-0.46954
0.58496,-0.40095
0.54067,-0.44119
0.49963,-0.46259
0.52177,-0.44971
0.44533,-0.52831
0.54715,-0.44328
0.54042,-0.44308
0.49653,-0.48942
0.57047,-0.41909
0.53692,-0.44072
0.54649,-0.44016
0.48301,-0.50219
0.5256,-0.45937
0.5079,-0.47404
0.48458,-0.48742
0.53364,-0.45734
0.51998,-0.46892
0.50582,-0.47975
0.5186,-0.46697
0.52418,-0.46343
0.52901,-0.45195
0.52771,-0.45295
0.51191,-0.4677
0.49197,-0.48184
0.50632,-0.46928
0.52859,-0.45258
0.52364,-0.45529
0.51025,-0.47252
0.5325,-0.4474
0.41144,-0.55783
0.49005,-0.49055
0.50872,-0.46702
